177,"LT MOJITO BLACKBERRIE",11000.00,"","MOJITOS DELIVERY"
163,"1/2 LT MOJITO MARACUA",6000.00,"","MOJITOS DELIVERY"
161,"1/2 LT MOJITO MANGO",6000.00,"","MOJITOS DELIVERY"
157,"1/2 LT MOJITO BLACKBE",6000.00,"","MOJITOS DELIVERY"
155,"1/2 LT MOJITO BLUEBEE",6000.00,"","MOJITOS DELIVERY"
153,"1/2 LT MOJITO BERRIE",6000.00,"","MOJITOS DELIVERY"
151,"1/2 LT MOJITO CLASICO",5000.00,"","MOJITOS DELIVERY"
208,"1/2 SOUR WHISKY",6000.00,"","SOUR DELIVERY"
206,"1/2 SOUR CATEDRAL",6000.00,"","SOUR DELIVERY"
204,"1/2 SOUR SABORES",6000.00,"","SOUR DELIVERY"
202,"1/2 SOUR CLASICO",6000.00,"","SOUR DELIVERY"
175,"LT MOJITO BLUEBERRIE",11000.00,"","MOJITOS DELIVERY"
173,"LT MOJITO BERRIE",11000.00,"","MOJITOS DELIVERY"
159,"1/2 LT MOJITO FRUTILA",6000.00,"","MOJITOS DELIVERY"
9001,"==>COCINA",0.00,"MENSAJES","MENSAJES"
9002,"==>BARRA",0.00,"MENSAJES","MENSAJES"
9003,"==>PIZZERIA",0.00,"MENSAJES","MENSAJES"
9050,"--ENT C/COVER--",7000.00,"","COVER"
9052,"--ENT S/COVER",5000.00,"","COVER"
9060,"ENTRADA LIBRE",1000.00,"","COVER"
99,"PRUEBA",50.00,"","COVER"
1603,"AGQ  POLLO",0.00,"","AGR QUESADILLAS"
1601,"AGQ  CARNE",0.00,"","AGR QUESADILLAS"
2420,"-->MICHELADA",1000.00,"","CERVEZAS"
2421,"-->CHELADA",1000.00,"","CERVEZAS"
1401,"AGP CARNE",0.00,"","AGR PIZZAS"
1403,"AGP POLLO",0.00,"","AGR PIZZAS"
1405,"AGP CAMARON",0.00,"","AGR PIZZAS"
1407,"AGP PEPPERONI",0.00,"","AGR PIZZAS"
1409,"AGP SALAME",0.00,"","AGR PIZZAS"
